id,description,calories,protein_grams_per_hundred,carbs_grams_per_hundred,fat_grams_per_hundred
41601040,"Lima bean soup, home recipe, canned or ready-to-serve",58,4.48,8.5,0.77
41601070,"Soybean soup, miso broth",33,2.47,2.47,1.56
41601080,"Pinto bean soup, home recipe, canned or ready-to-serve",142,9.4,23.59,1.07
41601090,"Bean soup, with macaroni, home recipe, canned, or ready-to-serve",90,4.84,12.9,2.31
41601110,"Bean and ham soup, chunky style, canned or ready-to-serve",77,4.62,11.17,1.66
41601130,"Bean soup, mixed beans, home recipe, canned or ready-to-serve",63,4.74,9.49,0.79
41601140,"Bean soup, home recipe",65,5.08,9.72,0.77
41601160,"Bean and ham soup, canned, reduced sodium, prepared with water or ready-to-serve",81,4.19,13.66,1.03
41601180,"Bean and ham soup, home recipe",82,7.67,8.29,1.99
41601200,"Liquid from stewed kidney beans, Puerto Rican style",47,1.8,2.8,3.2
41602010,"Pea and ham soup, chunky style, canned or ready-to-serve",77,4.62,11.17,1.66
41602020,"Garbanzo bean or chickpea soup, home recipe, canned or ready-to-serve",71,4.66,10.02,1.5
41602030,Split pea and ham soup,77,4.62,11.17,1.66
41602050,Split pea soup,61,3.2,9.88,1.09
41602070,"Split pea soup, canned, reduced sodium, prepared with water or ready-to-serve",71,3.85,11.83,0.92
41602090,"Split pea and ham soup, canned, reduced sodium, prepared with water or ready-to-serve",68,4,11.4,0.7
41603010,"Lentil soup, home recipe, canned, or ready-to-serve",64,3.89,8.82,1.71
41810200,"Bacon strip, meatless",309,11.69,5.31,29.52
41810250,Bacon bits,476,32,28.6,25.9
41810400,"Breakfast link, pattie, or slice, meatless",255,20.28,8.09,18.16
41810600,"Chicken, meatless, NFS",224,23.64,3.64,12.73
41810610,"Chicken, meatless, breaded, fried",234,21.28,8.51,12.77
41811400,"Frankfurter or hot dog, meatless",233,19.61,7.7,13.73
41811600,"Luncheon slice, meatless-beef, chicken, salami or turkey",189,17.78,4.44,11.11
41811800,"Meatball, meatless",197,21,8,9
41811890,"Vegetarian burger or patty, meatless, no bun",177,15.7,14.27,6.3
41811950,"Swiss steak, with gravy, meatless",180,12.67,14.1,8.07
41812000,"Sandwich spread, meat substitute type",149,8,9,9
41812400,Vegetarian pot pie,224,7.69,17.13,13.98
41812450,"Vegetarian chili, made with meat substitute",107,7.44,13.89,2.93
41812500,"Tofu and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, with soy-based sauce",91,4.14,4.81,6.71
41812510,"Tofu and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, with soy-based sauce",91,4.12,4.45,6.94
41812600,"Vegetarian, fillet",290,23,9,18
41812800,Vegetarian stew,32,0.7,3.07,2.13
41812850,Vegetarian stroganoff,167,7.54,11.56,10.3
41901020,"Soyburger, meatless, with cheese on bun",208,12.29,24.76,6.6
42100050,"Nuts, NFS",605,19.59,21.04,53.62
42100100,"Almonds, NFS",598,20.96,21.01,52.54
42101000,"Almonds, unroasted",579,21.15,21.55,49.93
42101110,"Almonds, salted",601,20.13,20.18,53.43
42101120,"Almonds, lightly salted",604,20.23,20.28,53.7
42101130,"Almonds, unsalted",607,20.33,20.38,53.96
42101300,"Almonds, flavored",599,20.07,20.12,53.27
42101350,"Almonds, honey roasted",574,14.11,35.84,45.34
42102000,Brazil nuts,659,14.32,11.74,67.1
42104000,"Cashews, NFS",574,15.31,32.69,46.35
42104050,"Cashews, unroasted",574,15.31,32.69,46.35
42104100,"Cashews, salted",578,14.7,31.4,47.48
42104105,"Cashews, lightly salted",580,14.78,31.55,47.72
42104110,"Cashews, unsalted",583,14.85,31.71,47.96
42104500,"Cashews, honey roasted",558,10.31,43.7,41.18
42105000,Chestnuts,245,3.17,52.96,2.2
42106000,"Coconut, fresh",354,3.33,15.23,33.49
42106020,"Coconut, packaged",456,3.13,51.85,27.99
42107000,Hazelnuts,628,14.95,16.7,60.75
42109100,Macadamia nuts,716,7.79,12.83,76.08
42110000,"Mixed nuts, NFS",605,19.59,21.04,53.62
42110050,"Mixed nuts, unroasted",606,16.96,23.17,54.13
42110100,"Mixed nuts, with peanuts, salted",605,19.59,21.04,53.62
42110110,"Mixed nuts, with peanuts, lightly salted",607,19.66,21.12,53.84
42110120,"Mixed nuts, with peanuts, unsalted",610,19.74,21.21,54.05
42110150,"Mixed nuts, without peanuts, salted",610,16.31,22.28,55.09
42110160,"Mixed nuts, without peanuts, unsalted",615,16.44,22.46,55.54
42110300,"Mixed nuts, honey roasted",578,15.35,33.21,46.56
42111000,"Peanuts, NFS",587,24.35,21.26,49.66
42111030,"Peanuts, boiled",318,13.5,21.26,22.01
42111040,"Peanuts, unroasted",567,25.8,16.13,49.24
42111100,"Peanuts, roasted, salted",599,28.03,15.26,52.5
42111110,"Peanuts, roasted, unsalted",599,28.03,15.26,52.5
42111200,"Peanuts, dry roasted, salted",587,24.35,21.26,49.66
42111205,"Peanuts, dry roasted, lightly salted",584,24.23,21.15,49.41
42111210,"Peanuts, dry roasted, unsalted",587,24.35,21.26,49.66
42111500,"Peanuts, honey roasted",572,20.7,30.02,45.25
42112000,"Pecans, NFS",691,9.17,13.86,71.97
42112100,"Pecans, unroasted",691,9.17,13.86,71.97
42112200,"Pecans, salted",690,8.81,13.31,72.09
42112210,"Pecans, unsalted",697,8.9,13.44,72.81
42112300,"Pecans, honey roasted",637,6.17,31.03,58.43
42113000,Pine nuts,673,13.69,13.08,68.37
42114130,"Pistachio nuts, NFS",572,21.05,28.28,45.82
42114140,"Pistachio nuts, salted",576,20.22,27.16,46.98
42114142,"Pistachio nuts, lightly salted",579,20.32,27.3,47.21
42114145,"Pistachio nuts, unsalted",581,20.42,27.43,47.44
42116000,"Walnuts, excluding honey roasted",654,15.23,13.71,65.21
42116100,"Walnuts, honey roasted",612,10.25,30.93,53.87
42200500,Almond butter,614,20.96,18.82,55.5
42200510,"Almond butter, lower sodium",614,20.96,18.82,55.5
42200600,Almond paste,458,9,47.81,27.74
42201000,Cashew butter,609,12.12,30.3,53.03
42202000,Peanut butter,597,22.5,22.3,51.1
42202010,"Peanut butter, lower sodium",598,22.21,22.31,51.36
42202100,"Peanut butter, lower sodium and lower sugar",624,23.5,18.27,53.12
42202130,"Peanut butter, lower sugar",650,24.8,14.23,54.89
42202150,"Peanut butter, reduced fat",520,25.9,35.65,34
42202200,"Peanut butter, vitamin and mineral fortified",591,25.72,18.75,50.81
42203000,Peanut butter and jelly,432,11.32,46.12,25.56
42203100,Peanut butter and chocolate spread,497,11.8,42.75,34.35
42203200,Soy nut butter,614,20.96,18.82,55.5
42204050,Peanut sauce,257,6.31,22.02,16.02
42204100,"Gravy, vegetarian",140,3.81,9.19,9.96
42301010,"Peanut butter sandwich, NFS",384,13.98,39.84,20.11
42301015,"Peanut butter sandwich, with regular peanut butter, on white bread",384,13.98,39.84,20.11
42301020,"Peanut butter sandwich, with regular peanut butter, on wheat bread",380,15.26,37.38,20.37
42301025,"Peanut butter sandwich, with regular peanut butter, on whole wheat bread",380,15.26,37.38,20.37
42301115,"Peanut butter sandwich, with reduced fat peanut butter, on white bread",357,15.16,44.49,14.17
42301120,"Peanut butter sandwich, with reduced fat peanut butter, on wheat bread",353,16.44,42.02,14.42
42301125,"Peanut butter sandwich, with reduced fat peanut butter, on whole wheat bread",353,16.44,42.02,14.42
42302010,"Peanut butter and jelly sandwich, NFS",363,11.51,45.22,16.53
42302015,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on white bread",363,11.51,45.22,16.53
42302020,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread",359,12.56,43.2,16.73
42302025,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on whole wheat bread",359,12.56,43.2,16.73
42302055,"Peanut butter and jelly sandwich, with reduced fat peanut butter, regular jelly, on white bread",341,12.48,49.03,11.64
42302060,"Peanut butter and jelly sandwich, with reduced fat peanut butter, regular jelly, on wheat bread",337,13.53,47.01,11.85
42302065,"Peanut butter and jelly sandwich, with reduced fat peanut butter, regular jelly, on whole wheat bread",337,13.53,47.01,11.85
42302105,"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on white bread",342,11.48,39.44,16.54
42302110,"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on wheat bread",339,12.54,37.42,16.75
42302115,"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on whole wheat bread",339,12.54,37.42,16.75
42302155,"Peanut butter and jelly sandwich, with reduced fat peanut butter, reduced sugar jelly, on white bread",320,12.45,43.26,11.66
42302160,"Peanut butter and jelly sandwich, with reduced fat peanut butter, reduced sugar jelly, on wheat bread",317,13.51,41.23,11.86
42302165,"Peanut butter and jelly sandwich, with reduced fat peanut butter, reduced sugar jelly, on whole wheat bread",317,13.51,41.23,11.86
42303100,"Peanut butter and jelly sandwich, frozen commercial product without crusts",363,11.51,45.22,16.53
42401010,"Coconut milk, used in cooking",230,2.29,5.54,23.84
42401100,"Yogurt, coconut milk",64,0.31,7.95,3.5
42402010,"Coconut cream, canned, sweetened",357,1.17,53.21,16.31
42403010,"Coconut water, unsweetened",18,0.22,4.24,0
42404010,"Coconut water, sweetened",37,0.21,9.07,0.02
42500000,"Trail mix, NFS",452,10.9,51.12,26.74
42500100,Trail mix with nuts,600,20.06,21.18,52.82
42501000,Trail mix with nuts and fruit,452,10.9,51.12,26.74
42501500,Trail mix with chocolate,501,11.65,48.32,32.17
42502100,"Trail mix with pretzels, cereal, or granola",473,13.09,50.65,27.58
43101050,"Pumpkin seeds, NFS",574,29.84,14.71,49.05
43101100,"Pumpkin seeds, salted",567,29.49,14.54,48.47
43101150,"Pumpkin seeds, unsalted",574,29.84,14.71,49.05
43102000,"Sunflower seeds, plain, unsalted",582,19.33,24.07,49.8
43102100,"Sunflower seeds, plain, salted",575,19.1,23.78,49.21
43102300,"Sunflower seeds, flavored",567,18.45,25.92,47.56
43102400,"Sunflower seeds, NFS",582,19.33,24.07,49.8
43103000,Sesame seeds,631,20.45,11.73,61.21
43103300,Tahini,595,17,21.19,53.76
43104000,Flax seeds,534,18.29,28.88,42.16
43107000,Mixed seeds,580,21.96,21.73,49.61
43108010,Chia seeds,534,18.29,28.88,42.16
44201000,Carob chips,540,8.15,56.29,31.36
51000100,"Bread, NS as to major flour",270,9.43,49.2,3.59
51000110,"Bread, NS as to major flour, toasted",297,10.36,54.07,3.94
51000180,"Bread, made from home recipe or purchased at a bakery, NS as to major flour",270,8.63,50.09,3.41
51000190,"Bread, made from home recipe or purchased at a bakery, toasted, NS as to major flour",296,9.49,55.05,3.75
51000200,"Roll, NS as to major flour",279,9.77,50.12,3.91
51000300,"Roll, hard, NS as to major flour",293,9.9,52.7,4.3
51000400,"Roll, bran, NS as to type of bran",263,9.6,44.6,6
51101000,"Bread, white",270,9.43,49.2,3.59
51101010,"Bread, white, toasted",297,10.36,54.07,3.94
51101050,"Bread, white, made from home recipe or purchased at a bakery",270,8.63,50.09,3.41
51101060,"Bread, white, made from home recipe or purchased at a bakery, toasted",296,9.49,55.05,3.75
51102010,"Bread, white with whole wheat swirl",262,10.86,46.15,3.57
51102020,"Bread, white with whole wheat swirl, toasted",303,12.45,53.39,4.12
51105010,"Bread, Cuban",272,10.75,51.88,2.42
51105040,"Bread, Cuban, toasted",299,11.81,57.01,2.66
51106010,"Bread, native, water, Puerto Rican style",277,8.78,51.97,3.26
51106020,"Bread, native, water, toasted, Puerto Rican style",305,9.65,57.11,3.58
51106200,"Bread, lard, Puerto Rican style",280,6.97,55.48,2.95
51106210,"Bread, lard, toasted, Puerto Rican style",311,7.74,61.64,3.28
51106300,"Bread, caressed, Puerto Rican style",273,7.76,49.33,4.58
51106310,"Bread, caressed, toasted, Puerto Rican style",300,8.53,54.21,5.03
51107010,"Bread, French or Vienna",272,10.75,51.88,2.42
51107040,"Bread, French or Vienna, toasted",299,11.81,57.01,2.66
51108010,"Focaccia, Italian flatbread, plain",249,8.77,35.82,7.89
51108100,"Naan, Indian flatbread",311,11.09,50.23,7.28
51109010,"Bread, Italian, Grecian, Armenian",259,9.49,48.11,2.73
51109040,"Bread, Italian, Grecian, Armenian, toasted",285,10.43,52.87,3
51109100,"Bread, pita",275,9.1,55.7,1.2
51109110,"Bread, pita, toasted",302,10,61.21,1.32
51109150,"Bread, pita with fruit",279,8.16,59.51,1.05
51109200,"Bread, pita with fruit, toasted",306,8.97,65.4,1.15
51111010,"Bread, cheese",408,10.42,44.83,20.83
51111040,"Bread, cheese, toasted",448,11.45,49.26,22.89
51113010,"Bread, cinnamon",253,7.05,44.38,5.29
51113100,"Bread, cinnamon, toasted",297,10.36,54.07,3.94
51115010,"Bread, cornmeal and molasses",283,6.74,55.11,3.79
51115020,"Bread, cornmeal and molasses, toasted",311,7.4,60.56,4.17
51119010,"Bread, egg, Challah",287,9.5,47.8,6
51119040,"Bread, egg, Challah, toasted",315,10.44,52.53,6.59
51121015,"Garlic bread, NFS",349,8.34,41.64,16.58
51121025,"Garlic bread, from fast food / restaurant",349,8.34,41.64,16.58
51121035,"Garlic bread, from frozen",350,8.36,41.72,16.61
51121045,"Garlic bread, with parmesan cheese, from fast food / restaurant",351,8.76,41.06,16.8
51121055,"Garlic bread, with parmesan cheese, from frozen",351,8.78,41.14,16.83
51121065,"Garlic bread, with melted cheese, from fast food / restaurant",339,11.41,34.21,17.34
51121075,"Garlic bread, with melted cheese, from frozen",343,10.36,36.86,17.1
51121110,"Bread, onion",236,7.53,44.17,2.92
51121120,"Bread, onion, toasted",260,8.28,48.54,3.21
51122000,"Bread, reduced calorie and/or high fiber, white or NFS",207,8.7,44.3,2.5
51122010,"Bread, reduced calorie and/or high fiber, white or NFS, toasted",227,9.56,48.68,2.75
51122100,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts",222,7.83,49.95,2.14
51122110,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts, toasted",244,8.6,54.89,2.35
51122300,"Bread, white, special formula, added fiber",238,10.66,43.91,2.15
51122310,"Bread, white, special formula, added fiber, toasted",262,11.71,48.25,2.36
51123010,"Bread, high protein",245,12.1,43.8,2.2
51123020,"Bread, high protein, toasted",269,13.3,48.13,2.42
51127010,"Bread, potato",266,12.5,47.07,3.13
51127020,"Bread, potato, toasted",292,13.74,51.72,3.44
51129010,"Bread, raisin",273,8.82,52.21,3.26
51129020,"Bread, raisin, toasted",300,9.69,57.38,3.58
51130510,"Bread, white, low sodium or no salt",267,8.2,49.6,3.6
51130520,"Bread, white, low sodium or no salt, toasted",293,9.01,54.5,3.96
51133010,"Bread, sour dough",272,10.75,51.88,2.42
51133020,"Bread, sour dough, toasted",299,11.81,57.01,2.66
51134000,"Bread, sweet potato",239,7.41,45.24,2.84
51134010,"Bread, sweet potato, toasted",263,8.14,49.72,3.12
51135000,"Bread, vegetable",256,8.27,47.79,3.23
51135010,"Bread, vegetable, toasted",282,9.09,52.52,3.55
51136000,Bruschetta,170,4.29,21.35,7.61
51140100,"Bread, dough, fried",382,8.04,44.83,18.79
51150000,"Roll, white, soft",279,9.77,50.12,3.91
51153000,"Roll, white, hard",293,9.9,52.7,4.3
51154010,"Roll, white, hot dog bun",279,9.77,50.12,3.91
51154100,"Roll, white, hamburger bun",279,9.77,50.12,3.91
51154510,"Roll, diet",272,10.75,51.88,2.42
51154550,"Roll, egg bread",287,9.5,47.8,6
51154600,"Roll, cheese",315,11.48,49.56,7.85
51155000,"Roll, French or Vienna",277,8.6,50.2,4.3
51156500,"Roll, garlic",309,10.84,51.95,6.44
51157000,"Roll, white, hoagie, submarine",279,9.77,50.12,3.91
51158100,"Roll, Mexican, bolillo",318,10.65,55.77,5.8
51159000,"Roll, sour dough",272,10.75,51.88,2.42
51160000,"Roll, sweet, no frosting",321,10.04,53.58,7.37
51160100,"Roll, sweet, cinnamon bun, no frosting",372,6.2,50.9,16.4
51160110,"Roll, sweet, cinnamon bun, frosted",452,4.45,48.6,26.61
51161000,"Pan Dulce, with fruit, no frosting",372,6.2,50.9,16.4
51161020,"Roll, sweet, with fruit, frosted",379,5.23,53.56,16.37
51161030,"Roll, sweet, with fruit, frosted, diet",452,4.45,48.6,26.61
51161050,"Roll, sweet, frosted",400,5.49,50.92,20.06
51161250,"Pan Dulce, no topping",367,9.42,56.38,11.58
51161270,"Pan Dulce, with sugar topping",374,8.73,56.35,12.82
51161280,"Pan Dulce, with raisins and icing",368,8.29,58.57,11.39
51165000,"Coffee cake, yeast type",372,6.2,50.9,16.4
51166000,Croissant,406,8.2,45.8,21
51166100,"Croissant, cheese",414,9.2,47,20.9
51166200,"Croissant, chocolate",421,7.4,49.4,22.79
51166500,"Croissant, fruit",396,7.75,47.04,19.72
51167000,Brioche,418,8.76,35.84,26.82
51168000,"Bread, Spanish coffee",344,7.6,58.23,8.72
51180010,Bagel,264,10.56,52.38,1.32
51180030,"Bagel, with raisins",268,9.83,55.07,1.21
51180080,"Bagel, with fruit other than raisins",243,9.55,48.36,1.25
51182010,Bread stuffing,177,3.14,21.71,8.51
51182020,Bread stuffing made with egg,192,3.32,17.75,11.9
51183990,"Breadsticks, NFS",342,12.18,44.39,12.85
51184000,"Breadsticks, hard, NFS",412,12,68.4,9.5
51184100,"Breadsticks, hard, reduced sodium",431,10.64,71.64,10.63
51184200,"Breadsticks, soft, NFS",342,12.18,44.39,12.85
51184210,"Breadsticks, soft, from fast food / restaurant",342,12.18,44.39,12.85
51184220,"Breadsticks, soft, from frozen",314,11.09,46.37,9.16
51184230,"Breadsticks, soft, with parmesan cheese, from fast food / restaurant",344,12.52,43.76,13.15
51184240,"Breadsticks, soft, with parmesan cheese, from frozen",314,11.09,46.37,9.16
51184250,"Breadsticks, soft, topped with melted cheese",333,14.48,36.41,14.36
51184260,"Breadsticks, soft, stuffed with melted cheese",333,14.48,36.41,14.36
51185000,Croutons,465,10.8,63.5,18.3
51186010,"Muffin, English",227,8.87,44.17,1.69
51186100,"Muffin, English, with raisins",234,8.31,47.68,1.55
51186130,"Muffin, English, cheese",236,9.59,42.08,3.31
51186160,"Muffin, English, with fruit other than raisins",243,9.31,47.63,1.8
51187000,Melba toast,390,12.1,76.6,3.2
51187020,Anisette toast,426,10.1,74.2,9.7
51188100,Pannetone,321,8.66,53.74,8.24
51188500,Zwieback toast,426,10.1,74.2,9.7
51300050,"Bread, whole grain white",238,10.66,43.91,2.15
51300060,"Bread, whole grain white, toasted",262,11.71,48.25,2.36
51300100,"Bagel, whole grain white",250,10.2,48.89,1.53
51300110,"Bread, whole wheat",254,12.3,43.1,3.55
51300120,"Bread, whole wheat, toasted",279,13.52,47.36,3.9
51300140,"Bread, whole wheat, made from home recipe or purchased at bakery",248,9.22,47.44,4.07
51300150,"Bread, whole wheat, made from home recipe or purchased at bakery, toasted",272,10.14,52.13,4.48
